DEPTID|UFID|JOBCODE|SAL_ADMIN_PLAN|START_DATE|END_DATE|JOBCODE_DESCRIPTION|HR_POSITION
32060300|84161024|144|CTSY|2007-05-25|NULL|AFFL CLIN AST PROF|1
30190000|87411969|791|FACM|2013-09-09|NULL|CLIN AST PROF|1
16122400|86532480|134|CTSY|2004-06-18|NULL|AFFL ASO PROF|1
60790000|81311163|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
16660000|82958110|121|CTSY|2009-01-01|NULL|AFFL SCHOLAR|1
32060300|81869150|144|CTSY|2010-09-29|NULL|AFFL CLIN AST PROF|1
32060300|88088680|144|CTSY|2008-12-02|NULL|AFFL CLIN AST PROF|1
29040100|81514598|318|FA12|2010-09-01|NULL|PRG DIR & PROF|1
29090000|86061260|738|CTSY|2005-08-24|NULL|CO ASO PROF|1
29091400|89431560|1336|TA12|1999-08-06|NULL|CLINICAL PROGRAMS, CRD 4|1
29091700|85731330|1336|TA12|1997-07-11|NULL|CLINICAL PROGRAMS, CRD 4|1
16660000|81479460|134|CTSY|2009-01-01|NULL|AFFL ASO PROF|1
19070000|80162660|518|FA09|2000-07-16|NULL|PROF|1
19070000|89985471|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
05100000|85498117|1482|STAS|2012-10-05|NULL|STU AST- CLERICAL & ADMIN|1
29080100|85386031|824|TU2N|2004-05-26|NULL|STOREKEEPER/RCV CLERK, SR|1
60460000|87632183|540|GA12|2013-10-28|NULL|GRADUATE AST-R|1
18010000|87575549|1485|FWSP|2012-08-10|NULL|STU AST - AMERICA READS|1
19050000|80319590|533|FA09|1990-01-08|NULL|SR LECTURER|1
60170000|84174977|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
28334000|82629904|1482|STAS|2013-01-18|NULL|STU AST- CLERICAL & ADMIN|1
08060200|83836346|1482|STAS|2014-04-25|NULL|STU AST- CLERICAL & ADMIN|1
29092100|86754610|203|FA12|2014-01-13|NULL|RES AST PROF|1
04010200|89909629|1482|FWSP|2011-11-28|NULL|STU AST- CLERICAL & ADMIN|1
06040000|85148168|1506|ISCR|2013-01-11|NULL|NRA SCHOLARSHIP RECIPIENT|1
29710100|89210540|791|FA12|2003-08-04|NULL|CLIN AST PROF|1
19070000|85263940|518|FA09|1994-07-01|NULL|PROF|1
07290100|89722040|1064|TU2N|2001-04-10|NULL|CUSTODIAL WORKER|1
23030000|83015174|1482|FWSP|2012-01-03|NULL|STU AST- CLERICAL & ADMIN|1
19020000|87695910|518|FA09|1993-11-05|NULL|PROF|1
29260100|86282500|518|FA12|1984-08-01|NULL|PROF|1
19340100|80800515|540|GA12|2009-08-16|NULL|GRADUATE AST-R|1
67010000|82127697|1482|STAS|2012-09-26|NULL|STU AST- CLERICAL & ADMIN|1
30010100|82634960|870|TU2E|2007-05-02|NULL|GRANTS SPECIALIST, SR|1
32060300|83939590|144|CTSY|2012-11-14|NULL|AFFL CLIN AST PROF|1
50010000|89153518|1482|STAS|2014-05-23|NULL|STU AST- CLERICAL & ADMIN|1
19340000|88449890|738|CTSY|2011-10-03|NULL|CO ASO PROF|1
28050000|80179939|540|GA12|2004-01-02|NULL|GRADUATE AST-R|1
32060300|84206130|144|CTSY|2010-11-18|NULL|AFFL CLIN AST PROF|1
29051000|86677530|791|FACM|2010-07-15|NULL|CLIN AST PROF|1
32060300|81641270|144|CTSY|2008-01-15|NULL|AFFL CLIN AST PROF|1
17030100|85466575|1482|STAS|2012-09-24|NULL|STU AST- CLERICAL & ADMIN|1
16380000|89134220|518|FA09|1995-08-11|NULL|PROF|1
33070000|81301053|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
16880100|80521371|540|GA09|2010-08-16|NULL|GRADUATE AST-R|1
29290100|85668132|1336|TA12|2013-06-03|NULL|CLINICAL PROGRAMS, CRD 4|1
03030000|84453594|1482|FWSP|2013-09-13|NULL|STU AST- CLERICAL & ADMIN|1
67010000|81086159|1482|STAS|2013-01-28|NULL|STU AST- CLERICAL & ADMIN|1
18180100|84341970|438|OF12|2004-06-18|NULL|AST PROF/PKY|1
23070100|89752710|889|TU2N|2008-01-11|NULL|ART/PUBLICATIONS PROD SPEC, SR|1
16120100|83341169|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
33070000|84412053|734|CTSY|2005-01-01|NULL|CO PROF|1
19140000|84988350|540|GASU|2014-05-16|NULL|GRADUATE AST-R|1
34170200|83053500|785|FA12|1991-11-15|NULL|DIR & CLIN AST PROF|1
06010000|81451948|1339|TA12|2009-12-17|NULL|STUDENT FINANCIAL AID, CRD 2|1
30090000|85113242|791|FACM|2013-11-03|NULL|CLIN AST PROF|1
19060100|81536183|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
03030000|84491536|1482|STAS|2013-10-11|NULL|STU AST- CLERICAL & ADMIN|1
28011300|83871191|917|TU2E|2006-09-18|NULL|ADMISSIONS/REGISTR OFFICER, SR|1
31030200|87496357|791|FA12|2009-01-02|NULL|CLIN AST PROF|1
60150000|89057199|1482|STAS|2013-08-21|NULL|STU AST- CLERICAL & ADMIN|1
57820600|82906673|1480|OPSN|2012-06-01|NULL|OPS HOURLY SECRETARY/CLERICAL|1
13100200|84106999|744|CTSY|2007-06-28|NULL|CO LECTURER|1
68070000|84737310|798|TU2N|2012-08-03|NULL|CLERK, SR|1
33060000|89977190|518|FA12|1982-08-06|NULL|PROF|1
29010100|82330371|1482|STAS|2013-06-17|NULL|STU AST- CLERICAL & ADMIN|1
29180600|83688807|791|FACM|2011-04-15|NULL|CLIN AST PROF|1
16900000|89167530|84|CTSY|2004-06-18|NULL|JNT CURATOR|1
16320000|85855310|518|FA09|1999-08-31|NULL|PROF|1
16840100|85671985|1481|OPSE|2013-02-25|NULL|CONSULTANT  (OPS EXEMPT)|1
17020100|88887481|1480|OPSN|2012-03-01|NULL|OPS HOURLY SECRETARY/CLERICAL|1
68010000|85139256|1482|STAS|2012-04-06|NULL|STU AST- CLERICAL & ADMIN|1
60460000|83133054|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
16280000|85485480|734|CTSY|1998-12-25|NULL|CO PROF|1
60355043|85868998|437|FA12|2011-12-05|NULL|EXT AGENT II|1
29050300|80901961|540|GA12|2008-08-15|NULL|GRADUATE AST-R|1
48000000|87852991|894|TU2E|2013-01-04|NULL|INFORMATION SPECIALIST, SR|1
11300000|86805631|1028|TU2E|2006-08-21|NULL|MAINTENANCE SUPT|1
47150000|80530396|1505|ISCR|2014-04-11|NULL|NRA ROYALTY RECIPIENT|1
60180000|80692300|518|FA12|1981-09-01|NULL|PROF|1
19070000|82089720|518|FA09|1981-12-25|NULL|PROF|1
19010400|80478710|520|FA12|2008-09-05|NULL|ASO ENG|1
68010000|83367645|1482|STAS|2013-04-05|NULL|STU AST- CLERICAL & ADMIN|1
60850000|88993699|540|GA12|2014-01-01|NULL|GRADUATE AST-R|1
29051402|83771146|1480|OPSN|2013-04-26|NULL|OPS HOURLY SECRETARY/CLERICAL|1
04030000|86648000|798|US2N|1996-10-09|NULL|CLERK, SR|1
50010000|84596971|1223|TA12|2006-09-11|NULL|DEVEL/ALUMN AFF AST VICE PRES5|1
30160000|86931330|772|FACM|2009-08-07|NULL|AST PRG DIR & CLIN AST PROF|1
30090000|84911398|791|FACM|2014-07-01|NULL|CLIN AST PROF|1
04040000|82899918|1482|STAS|2013-08-21|NULL|STU AST- CLERICAL & ADMIN|1
19140000|81433970|540|GA09|2014-01-01|NULL|GRADUATE AST-R|1
29290100|88416448|1480|OPSN|2014-03-26|NULL|OPS HOURLY SECRETARY/CLERICAL|1
19020000|87695910|518|FASU|2011-05-16|NULL|PROF|1
19060100|83593705|1481|OPSE|2013-07-09|NULL|CONSULTANT  (OPS EXEMPT)|1
15030300|86428360|738|CTSY|1986-08-08|NULL|CO ASO PROF|1
67010000|89623184|1482|STAS|2013-01-28|NULL|STU AST- CLERICAL & ADMIN|1
11600101|81988860|252|FA12|1989-08-28|NULL|ASO DIR & SCTST|1
32060300|80107494|144|CTSY|2010-06-08|NULL|AFFL CLIN AST PROF|1
55070100|81193226|1482|STAS|2012-07-09|NULL|STU AST- CLERICAL & ADMIN|1
18050000|84464498|1480|OPSN|2010-08-30|NULL|OPS HOURLY SECRETARY/CLERICAL|1
16120100|84762560|518|FA09|1994-08-12|NULL|PROF|1
06040000|81943198|1506|ISCR|2008-07-22|NULL|NRA SCHOLARSHIP RECIPIENT|1
30040000|85105619|791|FACM|2004-07-02|NULL|CLIN AST PROF|1
32060300|88484492|144|CTSY|2010-11-29|NULL|AFFL CLIN AST PROF|1
67010000|81756339|1482|STAS|2011-09-14|NULL|STU AST- CLERICAL & ADMIN|1
63400200|87659471|1064|TU2N|2009-01-09|NULL|CUSTODIAL WORKER|1
67010000|89175989|1482|STAS|2013-03-08|NULL|STU AST- CLERICAL & ADMIN|1
60210000|81080541|540|GA12|2011-06-16|NULL|GRADUATE AST-R|1
60790000|80114383|734|CTSY|2013-09-13|NULL|CO PROF|1
60790000|80183321|734|CTSY|2010-04-23|NULL|CO PROF|1
06040000|84894937|1506|ISCR|2014-06-13|NULL|NRA SCHOLARSHIP RECIPIENT|1
64801000|82987010|839|TU2N|NULL|NULL|FINANCIAL ASSISTANCE COUNS|1
19090100|81617851|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
05180000|86814358|1482|STAS|2011-08-10|NULL|STU AST- CLERICAL & ADMIN|1
06010001|89980346|1482|FWSP|2013-09-12|NULL|STU AST- CLERICAL & ADMIN|1
30050000|81688130|791|FACM|2004-06-18|NULL|CLIN AST PROF|1
18080000|89099998|540|GA12|2013-11-18|NULL|GRADUATE AST-R|1
19090100|89565532|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
29160401|87552060|791|FACM|2013-08-16|NULL|CLIN AST PROF|1
19340000|83918653|540|GA12|2010-12-02|NULL|GRADUATE AST-R|1
28090000|89709270|791|FA12|2009-07-27|NULL|CLIN AST PROF|1
19090100|89849584|518|FASU|2012-05-15|NULL|PROF|1
16800000|81479460|134|CTSY|2004-06-18|NULL|AFFL ASO PROF|1
16320000|84101743|734|CTSY|2011-06-01|NULL|CO PROF|1
16680000|83983507|1504|ISCR|2013-01-16|NULL|NRA INDEPENDENT CONTRACTOR|1
29040100|83017520|791|FACM|2012-08-03|NULL|CLIN AST PROF|1
16120100|83128691|540|GA12|2014-01-01|NULL|GRADUATE AST-R|1
67010000|82145367|1482|STAS|2011-09-14|NULL|STU AST- CLERICAL & ADMIN|1
30090000|88392850|791|FACM|2001-10-01|NULL|CLIN AST PROF|1
18050000|85191033|540|GASU|2013-05-16|NULL|GRADUATE AST-R|1
24010300|85757060|518|FASU|2004-07-01|NULL|PROF|1
29051900|87786144|791|FACM|2011-10-01|NULL|CLIN AST PROF|1
67010000|89606111|1166|TA12|2013-07-05|NULL|MULTIPURPOSE FACIL, AST DIR 2|1
19030000|81433168|540|GA12|2012-05-15|NULL|GRADUATE AST-R|1
47150000|80713111|1505|ISCR|2008-02-11|NULL|NRA ROYALTY RECIPIENT|1
29120000|88687760|1480|OPSN|2013-08-02|NULL|OPS HOURLY SECRETARY/CLERICAL|1
29210000|86284360|791|FACM|2012-12-21|NULL|CLIN AST PROF|1
60230000|81662021|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
19020000|88501951|540|GA12|2010-08-23|NULL|GRADUATE AST-R|1
26030100|80446281|540|GA09|2010-08-16|NULL|GRADUATE AST-R|1
29130000|89789282|791|FACM|2007-02-12|NULL|CLIN AST PROF|1
29340000|81834870|1480|OPSN|2014-02-28|NULL|OPS HOURLY SECRETARY/CLERICAL|1
06010001|89289449|1482|FWSP|2013-08-18|NULL|STU AST- CLERICAL & ADMIN|1
19070000|85263940|518|FASU|2006-05-16|NULL|PROF|1
29200000|88449890|144|CTSY|2014-06-01|NULL|AFFL CLIN AST PROF|1
60060000|85798490|518|FA12|1988-08-22|NULL|PROF|1
15030100|81019740|540|GA09|2004-03-26|NULL|GRADUATE AST-R|1
57140100|84319440|134|CTSY|2005-10-14|NULL|AFFL ASO PROF|1
26020400|82625610|518|FA09|1997-08-08|NULL|PROF|1
29240000|82385891|1436|TA12|2009-07-20|NULL|RESEARCH PROGS/SVCS, CRD 2|1
60850000|83151121|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
16120100|84762560|518|FASU|2004-06-18|NULL|PROF|1
17030100|83999292|1482|STAS|2013-06-04|NULL|STU AST- CLERICAL & ADMIN|1
18250000|81343200|540|GASU|2012-06-08|NULL|GRADUATE AST-R|1
11800000|89419349|824|TU2N|2008-10-02|NULL|STOREKEEPER/RCV CLERK, SR|1
35010900|86969070|802|US2N|1993-09-16|NULL|WORD PROCESSING OPR, SR|1
16120100|81991657|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
19050000|89149858|1480|OPSN|2005-06-03|NULL|OPS HOURLY SECRETARY/CLERICAL|1
63400200|81063960|1064|US2N|1998-10-14|NULL|CUSTODIAL WORKER|1
60013804|81402650|1480|OPSN|1998-08-24|NULL|OPS HOURLY SECRETARY/CLERICAL|1
16600000|85605020|134|CTSY|2009-02-05|NULL|AFFL ASO PROF|1
32060000|80035966|1480|OPSN|2012-06-11|NULL|OPS HOURLY SECRETARY/CLERICAL|1
19050000|86993222|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
29110000|82884620|734|CTSY|2006-06-01|NULL|CO PROF|1
52040000|80703110|1402|TA12|1998-03-20|NULL|INFO/PUBLICATIONS SVCS, CRD 2|1
67010000|84116455|1482|STAS|2013-01-28|NULL|STU AST- CLERICAL & ADMIN|1
30160000|80512020|791|FACM|2004-06-18|NULL|CLIN AST PROF|1
19070000|87393920|734|CTSY|2013-11-15|NULL|CO PROF|1
22010000|80745730|1177|TA12|2003-05-05|NULL|GENERAL COUNSEL, ASSOCIATE 4|1
55020100|88987010|428|FA12|1988-10-24|NULL|UNIV LIBRARIAN|1
63400200|86983840|1064|TU2N|2003-01-21|NULL|CUSTODIAL WORKER|1
33010000|87358680|791|FA12|2007-03-26|NULL|CLIN AST PROF|1
15020000|88257600|734|CTSY|2004-06-18|NULL|CO PROF|1
16800000|82958110|121|CTSY|2004-06-18|NULL|AFFL SCHOLAR|1
29180600|83688807|791|FACM|2012-08-03|NULL|CLIN AST PROF|1
29160406|87101410|791|FACM|2008-07-01|NULL|CLIN AST PROF|1
24010300|88961848|518|FA09|2013-08-16|NULL|PROF|1
29170000|86609108|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
32060300|86765653|144|CTSY|2012-08-16|NULL|AFFL CLIN AST PROF|1
07240100|88674891|1482|STAS|2014-06-05|NULL|STU AST- CLERICAL & ADMIN|1
16120100|80631067|1480|OPSN|2010-04-01|NULL|OPS HOURLY SECRETARY/CLERICAL|1
60352024|85087980|333|FA12|1988-09-02|NULL|CTY EXT DIR & EXT AGENT IV|1
29040200|88714311|1480|OPSN|2010-06-30|NULL|OPS HOURLY SECRETARY/CLERICAL|1
60080000|82332131|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
60732000|85698545|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
57140100|88299610|1343|TA12|2012-03-30|NULL|EDUC/TRAINING PROGS, AST DIR 5|1
16660000|86476370|134|CTSY|2009-01-01|NULL|AFFL ASO PROF|1
29080100|89194148|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
29680100|81489951|1482|STAS|2013-05-10|NULL|STU AST- CLERICAL & ADMIN|1
62060100|81144199|1601|TU2N|2009-08-08|NULL|CHILD DEVELOPMENT TEAM TEACHER|1
13040100|83909880|518|FA09|1998-07-01|NULL|PROF|1
19070000|82089720|518|FASU|2004-06-18|NULL|PROF|1
29020100|81918108|203|FA12|2010-03-05|NULL|RES AST PROF|1
18180400|83144890|438|FA10|2001-06-08|NULL|AST PROF/PKY|1
19070000|86415180|518|FASU|2012-05-15|NULL|PROF|1
29190000|81916179|744|CTSY|2013-06-14|NULL|CO LECTURER|1
18050000|83225330|518|FASU|2004-06-18|NULL|PROF|1
16060000|86397926|734|CTSY|2011-12-01|NULL|CO PROF|1
60320000|88321440|518|FA12|2000-09-15|NULL|PROF|1
16040100|81149905|1480|OPSN|2013-01-01|NULL|OPS HOURLY SECRETARY/CLERICAL|1
29051000|86677530|791|FACM|2012-12-21|NULL|CLIN AST PROF|1
32080500|83358220|791|OF12|1998-01-01|NULL|CLIN AST PROF|1
63400200|83294543|1064|TU2N|2005-01-28|NULL|CUSTODIAL WORKER|1
29170000|89151969|1436|TA12|2013-11-04|NULL|RESEARCH PROGS/SVCS, CRD 2|1
32060300|88827332|144|CTSY|2012-05-24|NULL|AFFL CLIN AST PROF|1
02070100|82561540|1482|FWSP|2013-08-23|NULL|STU AST- CLERICAL & ADMIN|1
16360100|81594360|518|FA09|1983-12-23|NULL|PROF|1
60740000|88053750|518|FA12|2000-05-16|NULL|PROF|1
67010000|86922218|1482|STAS|2013-11-14|NULL|STU AST- CLERICAL & ADMIN|1
15020000|89380250|462|FA12|2007-07-01|NULL|AST DEAN & PROF|1
63300200|84440851|824|TU2N|2003-06-02|NULL|STOREKEEPER/RCV CLERK, SR|1
16800000|89396908|134|CTSY|2014-05-16|NULL|AFFL ASO PROF|1
60100000|84981330|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
60060000|86033770|518|FA12|1980-10-02|NULL|PROF|1
29040100|80074910|791|FACM|2009-07-01|NULL|CLIN AST PROF|1
60260000|85561460|721|CTSY|2004-06-18|NULL|CO ASO IN|1
19030000|85169539|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
16060000|88512519|540|GA09|2011-08-16|NULL|GRADUATE AST-R|1
29160602|86763470|318|FACM|2004-06-18|NULL|PRG DIR & PROF|1
63650100|88963630|1028|TU2E|2001-04-13|NULL|MAINTENANCE SUPT|1
63400300|87064780|1064|TU2N|2004-09-14|NULL|CUSTODIAL WORKER|1
18250000|83299489|540|GA09|2011-08-16|NULL|GRADUATE AST-R|1
19020000|80461673|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
32060300|81276976|144|CTSY|2012-08-24|NULL|AFFL CLIN AST PROF|1
35010204|81595022|1480|OPSN|2011-12-02|NULL|OPS HOURLY SECRETARY/CLERICAL|1
63400200|81982938|1064|TU2N|2003-09-05|NULL|CUSTODIAL WORKER|1
34080103|89211421|963|TU2N|2004-11-22|NULL|HEALTH SUPPORT TECH, SR|1
60170000|88106448|540|GA12|2009-08-16|NULL|GRADUATE AST-R|1
16900100|85308410|540|GA09|2005-08-16|NULL|GRADUATE AST-R|1
68050000|84927177|1480|OPSN|2004-02-06|NULL|OPS HOURLY SECRETARY/CLERICAL|1
29091100|84181169|1482|FWSP|2012-10-30|NULL|STU AST- CLERICAL & ADMIN|1
19070000|87982200|734|CTSY|2013-08-01|NULL|CO PROF|1
60070000|82489146|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
29051400|81786183|791|FACM|2006-07-01|NULL|CLIN AST PROF|1
15010000|80066830|456|FA12|1988-08-12|NULL|ASO DEAN & PROF|1
55020200|83476714|1482|STAS|2012-08-22|NULL|STU AST- CLERICAL & ADMIN|1
18250000|87165242|540|GA09|2013-08-16|NULL|GRADUATE AST-R|1
17030100|84551259|1482|STAS|2012-03-29|NULL|STU AST- CLERICAL & ADMIN|1
16900100|80108149|540|GA12|2010-08-16|NULL|GRADUATE AST-R|1
16120100|81962626|540|GA12|2013-07-01|NULL|GRADUATE AST-R|1
63300200|89223640|824|US2N|1989-12-04|NULL|STOREKEEPER/RCV CLERK, SR|1
29140000|80909913|144|CTSY|2014-05-01|NULL|AFFL CLIN AST PROF|1
02070100|89919261|1482|STAS|2012-09-04|NULL|STU AST- CLERICAL & ADMIN|1
60460000|83609161|540|GA12|2005-08-16|NULL|GRADUATE AST-R|1
16220100|87137339|540|GA09|2012-10-19|NULL|GRADUATE AST-R|1
60150000|82918615|540|GA12|2011-08-16|NULL|GRADUATE AST-R|1
17020100|80131111|518|FA09|2011-08-16|NULL|PROF|1
29060000|84948191|540|GA12|2012-08-16|NULL|GRADUATE AST-R|1
29160602|86763470|318|FACM|1991-11-18|NULL|PRG DIR & PROF|1
60170000|88594490|134|CTSY|2004-06-18|NULL|AFFL ASO PROF|1
32060300|80923060|144|CTSY|2009-06-26|NULL|AFFL CLIN AST PROF|1
03030000|83121074|1482|STAS|2013-10-18|NULL|STU AST- CLERICAL & ADMIN|1
16360100|89549666|540|GA12|2014-05-16|NULL|GRADUATE AST-R|1
13020100|89791520|518|FA09|1993-08-13|NULL|PROF|1
16480000|81985920|518|FA09|1978-09-09|NULL|PROF|1
60770000|86370120|518|FA12|1987-12-11|NULL|PROF|1
67010000|86388517|1482|STAS|2013-09-12|NULL|STU AST- CLERICAL & ADMIN|1
29030000|85692740|518|FA12|2004-06-18|NULL|PROF|1
60150000|84989781|540|GA12|2013-07-01|NULL|GRADUATE AST-R|1
29290000|84435650|791|FACM|2013-07-01|NULL|CLIN AST PROF|1
60780000|85694390|540|GA12|2013-08-16|NULL|GRADUATE AST-R|1
57130100|89883333|540|GA12|2006-06-01|NULL|GRADUATE AST-R|1
35010202|83919864|1480|OPSN|2014-02-28|NULL|OPS HOURLY SECRETARY/CLERICAL|1
19020000|83709180|134|CTSY|2009-01-01|NULL|AFFL ASO PROF|1
29040100|80503594|791|FACM|2012-12-21|NULL|CLIN AST PROF|1
63400300|85136510|1064|US2N|1991-09-10|NULL|CUSTODIAL WORKER|1
60190000|85199650|524|CTSY|2004-06-18|NULL|ASO PROF|1
14330200|87587560|1747|TA12|1985-09-19|NULL|Systems Admin/Programmer 3|1
63400300|82960079|1065|TU2N|2011-11-10|NULL|CUSTODIAL WORKER, SR|1
33040000|86549570|817|TU2N|1998-05-15|NULL|OFFICE AST|1
19011700|89193267|1362|TA12|2009-11-04|NULL|DEVELOPMENT/ALUMNI AFF, CRD 3|1
32010000|82906031|1493|OPSE|2013-01-18|NULL|OPS LUMP SUM PAYMENT|1
28334000|89536175|532|VETM|2013-07-10|NULL|RESIDENT|1
29040100|89032797|532|HOUS|2012-07-01|NULL|RESIDENT|1
10020000|88966330|1326|TA12|1984-04-27|NULL|EDUC MEDIA/COMMUNIC, CRD 2|1
29030000|87032270|89|CTSY|2004-06-18|NULL|JNT EMIN SCHOLAR|1
29050102|88004650|532|HOUS|2012-07-01|NULL|RESIDENT|1
29290000|81635121|184|CTSY|2000-01-01|NULL|CO CLIN AST PROF|1
30090000|86162170|758|FACM|2004-06-18|NULL|PRG DIR & CLIN AST PROF|1
29020100|86921953|524|FA12|2012-01-16|NULL|ASO PROF|1
57800000|81539670|1493|OPSE|2014-06-09|NULL|OPS LUMP SUM PAYMENT|1
60170000|85039540|128|CTSY|2004-06-18|NULL|AFFL PROF|1
29040100|89139521|532|HOUS|2011-07-01|NULL|RESIDENT|1
29050102|82296444|532|HOUS|2013-07-01|NULL|RESIDENT|1
07290000|85314140|1052|TU2N|2003-10-03|NULL|MAINTENANCE MECHANIC|1
34100400|86515779|183|CTSY|2009-03-01|NULL|CO CLIN ASO PROF|1
16360100|80466560|433|FA12|1999-07-02|NULL|AST IN|1
18180300|89664029|817|TU2N|2014-01-07|NULL|OFFICE AST|1
34170401|81589761|184|CTSY|2005-07-01|NULL|CO CLIN AST PROF|1
30130000|87418187|532|HOUS|2014-07-01|NULL|RESIDENT|1
34130000|87940580|184|CTSY|1992-06-25|NULL|CO CLIN AST PROF|1
34080103|81181758|532|HOUS|2013-07-01|NULL|RESIDENT|1
30050000|86675715|532|HOUS|2012-07-01|NULL|RESIDENT|1
18180500|87162364|440|FA10|2010-08-12|NULL|INSTRUCTOR/PKY|1
29090400|89414425|752|FACM|2013-07-01|NULL|CHIEF & CLIN ASO PROF|1
18050000|81455121|542|GA09|2012-08-16|NULL|GRADUATE AST-G|1
65010000|83414611|1628|TA12|2008-10-06|NULL|RESEARCH ADM 2|1
29060000|81287188|103|CTSY|2013-10-11|NULL|JNT AST PROF|1
33070000|86200780|103|CTSY|2008-07-28|NULL|JNT AST PROF|1
16120100|80616230|41|OF12|2014-01-01|NULL|ADJ AST IN|1
17030100|82569051|530|FA09|2010-08-16|NULL|AST PROF|1
29092500|80503594|103|CTSY|2011-07-18|NULL|JNT AST PROF|1
19010800|83960805|869|TU2N|2011-06-10|NULL|GRANTS SPECIALIST|1
29050102|84097891|532|HOUS|2012-07-01|NULL|RESIDENT|1
18040000|83111420|128|CTSY|2004-06-18|NULL|AFFL PROF|1
29160101|81030095|103|CTSY|2007-09-01|NULL|JNT AST PROF|1
60170000|89137666|124|CTSY|2004-04-01|NULL|AFFL EMIN SCHOLAR|1
11060100|84240991|1628|TA12|2003-06-23|NULL|RESEARCH ADM 2|1
32060300|89986191|184|CTSY|2014-05-09|NULL|CO CLIN AST PROF|1
18180905|85727840|1493|OPSE|2011-11-25|NULL|OPS LUMP SUM PAYMENT|1
57140100|85866350|93|CTSY|2004-06-18|NULL|JNT PROF|1
29050102|87810420|532|HOUS|2013-07-01|NULL|RESIDENT|1
29120000|81514598|98|CTSY|2010-09-01|NULL|JNT ASO PROF|1
63520100|89880940|1074|TU2E|1989-06-23|NULL|AUTO/MARINE EQUIP MECHANIC SPV|1
63700700|84981509|1016|TU2N|2007-05-07|NULL|TREATMENT PLANT OPR, SR|1
33040000|81326367|542|GA12|2012-01-01|NULL|GRADUATE AST-G|1
07090000|85197430|1065|TU2N|1999-11-29|NULL|CUSTODIAL WORKER, SR|1
34110103|81183761|532|HOUS|2013-07-01|NULL|RESIDENT|1
23040000|86476370|524|FA09|1991-08-09|NULL|ASO PROF|1
16860000|81479460|524|FA09|1995-08-11|NULL|ASO PROF|1
16600000|85910020|128|CTSY|2010-11-02|NULL|AFFL PROF|1
16900000|89137666|124|CTSY|2004-06-18|NULL|AFFL EMIN SCHOLAR|1
60330000|81591801|1493|OPSE|2014-04-11|NULL|OPS LUMP SUM PAYMENT|1
28311404|87718151|535|VETM|2014-07-09|NULL|INTERN|1
29040100|82765460|98|CTSY|2010-08-10|NULL|JNT ASO PROF|1
60180000|88828210|530|CTSY|2004-06-18|NULL|AST PROF|1
34060500|84385850|184|CTSY|2000-01-01|NULL|CO CLIN AST PROF|1
07090000|89039280|1026|TU2E|1993-01-28|NULL|MAINTENANCE SPV|1
32060300|89501552|184|CTSY|2014-01-17|NULL|CO CLIN AST PROF|1
60460000|86335730|128|CTSY|1961-01-01|NULL|AFFL PROF|1
18080000|83839340|521|FA09|1995-02-03|NULL|ASO SCHOLAR|1
04050900|89162176|1493|OPSE|2014-05-09|NULL|OPS LUMP SUM PAYMENT|1
32060000|85067340|524|FA12|1999-09-13|NULL|ASO PROF|1
18180400|81049851|440|FA10|2011-08-11|NULL|INSTRUCTOR/PKY|1
32060300|85510860|184|CTSY|2013-06-18|NULL|CO CLIN AST PROF|1
34100400|81689380|184|CTSY|2010-03-01|NULL|CO CLIN AST PROF|1
29020000|81514598|98|CTSY|2010-09-01|NULL|JNT ASO PROF|1
57140100|89380250|128|CTSY|2004-06-18|NULL|AFFL PROF|1
29170000|83392100|758|FACM|2005-08-01|NULL|PRG DIR & CLIN AST PROF|1
29240000|86602187|93|CTSY|2006-03-01|NULL|JNT PROF|1
19050000|82613136|530|FA09|2014-02-21|NULL|AST PROF|1
29050700|81431321|974|TU2N|2008-09-19|NULL|LICENSED PRACTICAL NURSE|1
16380000|83678060|480|FASU|2004-06-18|NULL|CHAIR & ASO PROF|1
17220100|88313310|459|FA12|1989-07-01|NULL|ASO DEAN & LECTURER|1
14200500|89812421|1827|TU2N|2011-09-19|NULL|END USER COMPUTING SPEC 2|1
16800000|89828580|128|CTSY|2004-06-18|NULL|AFFL PROF|1
